nama_upt,jenis_upt,kelas_upt,subjenis_upt,provinsi,kanwil,kabupaten_kota,alamat,latitude,longitude,coordinate_quality,coordinate_source,coordinate_score,location_hint,aktif,catatan_verifikasi
Lapas Kelas IIB Dompu,Lapas,IIB,Umum,Nusa Tenggara Barat,Kantor Wilayah Ditjenpas Nusa Tenggara Barat,Dompu,,-8.5164771,118.33121614464076,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,DOMPU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Selong,Lapas,IIB,Umum,Nusa Tenggara Barat,Kantor Wilayah Ditjenpas Nusa Tenggara Barat,Lombok Timur,,-8.6330934,116.5587704,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LOMBOK TIMUR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas III Mataram,Lapas,III,Perempuan,Nusa Tenggara Barat,Kantor Wilayah Ditjenpas Nusa Tenggara Barat,Kota Mataram,,-8.599383005690425,116.15559607287315,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MATARAM,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Terbuka Kelas IIB Lombok Tengah,Lapas,IIB,Terbuka,Nusa Tenggara Barat,Kantor Wilayah Ditjenpas Nusa Tenggara Barat,Lombok Tengah,,-8.703071,116.2899373,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,LOMBOK TENGAH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Praya,Rutan,IIB,Umum,Nusa Tenggara Barat,Kantor Wilayah Ditjenpas Nusa Tenggara Barat,Lombok Tengah,,-8.703071,116.2899373,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LOMBOK TENGAH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Raba Bima,Rutan,IIB,Umum,Nusa Tenggara Barat,Kantor Wilayah Ditjenpas Nusa Tenggara Barat,Bima,,-8.5647631,118.7624739969225,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BIMA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Kupang,Lapas,IIA,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Kupang,,-10.1632209,123.6017755,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KUPANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Waingapu,Lapas,IIA,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Sumba Timur,,-9.8342576,120.2094194,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SUMBA TIMUR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Atambua,Lapas,IIB,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Belu,,-9.175972,124.91635368029272,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BELU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Ende,Lapas,IIB,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Ende,,-8.672867499999999,121.69291732410474,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,ENDE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Kalabahi,Lapas,IIB,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Alor,,-8.291144849999998,124.7777164000955,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,ALOR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Waikabubak,Lapas,IIB,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Sumba Barat Daya,,-9.537821000000001,119.16230194503791,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SUMBA BARAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Baa,Lapas,III,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Rote Ndao,,-10.68702915,123.20843503116711,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,ROTE NDAO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Lembata,Lapas,III,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Lembata,,-8.37814435,123.54462658999077,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,LEMBATA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIB Kupang,Lapas,IIB,Perempuan,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Kupang,,-10.1632209,123.6017755,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KUPANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Terbuka Kelas IIB Waikabubak,Lapas,IIB,Terbuka,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Sumba Barat Daya,,-9.537821000000001,119.16230194503791,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SUMBA BARAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Bajawa,Rutan,IIB,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Ngada,,-8.6499482,120.98670703234544,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,NGADA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Kefamenanu,Rutan,IIB,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Timor Tengah Utara,,-9.340513000000001,124.61066614859645,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TIMOR TENGAH UTARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Kupang,Rutan,IIB,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Kupang,,-10.1632209,123.6017755,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KUPANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Larantuka,Rutan,IIB,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Flores Timur,,-8.318462,123.16579632309583,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,FLORES TIMUR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Maumere,Rutan,IIB,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Sikka,,-8.5946841,122.09263522276441,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SIKKA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Ruteng,Rutan,IIB,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Manggarai Barat,,-8.5741281,120.06112521397347,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MANGGARAI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Soe,Rutan,IIB,Umum,Nusa Tenggara Timur,Kantor Wilayah Ditjenpas Nusa Tenggara Timur,Timor Tengah Selatan,,-9.82305125,124.43559530205364,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TIMOR TENGAH SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Abepura,Lapas,IIA,Umum,Papua,Kantor Wilayah Ditjenpas Papua,Jayapura,,-2.5387539,140.7037389,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,JAYAPURA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Biak,Lapas,IIB,Umum,Papua,Kantor Wilayah Ditjenpas Papua,Biak Numfor,,-0.94260305,135.94141931810083,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BIAK NUMFOR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Serui,Lapas,IIB,Umum,Papua,Kantor Wilayah Ditjenpas Papua,Kepulauan Yapen,,-1.7558371,136.36645232326111,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KEPULAUAN YAPEN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIA Jayapura,Lapas,IIA,Narkotika,Papua,Kantor Wilayah Ditjenpas Papua,Jayapura,,-2.5387539,140.7037389,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,JAYAPURA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas III Jayapura,Lapas,III,Perempuan,Papua,Kantor Wilayah Ditjenpas Papua,Jayapura,,-2.5387539,140.7037389,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,JAYAPURA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Fakfak,Lapas,IIB,Umum,Papua Barat,Kantor Wilayah Ditjenpas Papua Barat,,,-1.3361,133.1747,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.323,FAKFAK,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Manokwari,Lapas,IIB,Umum,Papua Barat,Kantor Wilayah Ditjenpas Papua Barat,Manokwari Selatan,,-1.5250221,134.07102927460716,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MANOKWARI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Kaimana,Lapas,III,Umum,Papua Barat,Kantor Wilayah Ditjenpas Papua Barat,Kaimana,,-3.51583585,134.3165746374882,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KAIMANA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas III Manokwari,Lapas,III,Perempuan,Papua Barat,Kantor Wilayah Ditjenpas Papua Barat,Manokwari Selatan,,-1.5250221,134.07102927460716,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MANOKWARI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Bintuni,Rutan,IIB,Umum,Papua Barat,Kantor Wilayah Ditjenpas Papua Barat,Teluk Bintuni,,-2.1138854,133.5287755,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TELUK BINTUNI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Sorong,Lapas,IIB,Umum,Papua Barat Daya,Kantor Wilayah Ditjenpas Papua Barat Daya,Sorong Selatan,,-1.6430519499999998,132.25495264440897,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SORONG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Teminabuhan,Lapas,III,Umum,Papua Barat Daya,Kantor Wilayah Ditjenpas Papua Barat Daya,Sorong Selatan,,-1.6430519499999998,132.25495264440897,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SORONG SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Wamena,Lapas,IIB,Umum,Papua Pegunungan,Kantor Wilayah Ditjenpas Papua Pegunungan,Jayawijaya,,-4.1152786500000005,138.9650305928116,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,JAYAWIJAYA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Merauke,Lapas,IIB,Umum,Papua Selatan,Kantor Wilayah Ditjenpas Papua Selatan,Merauke,,-7.7925193,140.01832515,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MERAUKE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Tanah Merah,Lapas,III,Umum,Papua Selatan,Kantor Wilayah Ditjenpas Papua Selatan,Boven Digoel,,-6.1058244,140.3130821,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BOVEN DIGOEL,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Nabire,Lapas,IIB,Umum,Papua Tengah,Kantor Wilayah Ditjenpas Papua Tengah,Nabire,,-3.360285,135.5023653,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,NABIRE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Timika,Lapas,IIB,Umum,Papua Tengah,Kantor Wilayah Ditjenpas Papua Tengah,Mimika,,-4.5875258500000005,136.94779637745836,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MIMIKA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Bagan Siapi-Api,Lapas,IIA,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Rokan Hilir,,2.1590570500000004,100.68737754944272,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,ROKAN HILIR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Bangkinang,Lapas,IIA,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Kampar,,0.31997325,101.06171228401269,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KAMPAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Bengkalis,Lapas,IIA,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Bengkalis,,1.76972265,101.91243842805495,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BENGKALIS,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Pekanbaru,Lapas,IIA,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Kota Pekanbaru,,0.6644968864920274,101.52556718766088,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PEKANBARU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Tembilahan,Lapas,IIA,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Indragiri Hilir,,-0.27088504999999996,103.32845658847006,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,INDRAGIRI HILIR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Pasir Pangarayan,Lapas,IIB,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Rokan Hulu,,0.8919457,100.46651555651417,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,ROKAN HULU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Selat Panjang,Lapas,IIB,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Kepulauan Meranti,,1.0613049,102.70188216161586,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KEPULAUAN MERANTI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Teluk Kuantan,Lapas,IIB,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Kuantan Singingi,,-0.4937967,101.48973567577298,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KUANTAN SINGINGI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIB Rumbai,Lapas,IIB,Narkotika,Riau,Kantor Wilayah Ditjenpas Riau,Kota Pekanbaru,,0.6644968864920274,101.52556718766088,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PEKANBARU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIA Pekanbaru,Lapas,IIA,Perempuan,Riau,Kantor Wilayah Ditjenpas Riau,Kota Pekanbaru,,0.6644968864920274,101.52556718766088,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PEKANBARU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Terbuka Kelas III Rumbai,Lapas,III,Terbuka,Riau,Kantor Wilayah Ditjenpas Riau,Kota Pekanbaru,,0.6644968864920274,101.52556718766088,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PEKANBARU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas I Pekanbaru,Rutan,I,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Kota Pekanbaru,,0.6644968864920274,101.52556718766088,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PEKANBARU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Dumai,Rutan,IIB,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Kota Dumai,,1.647571565916413,101.43834434470183,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,DUMAI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Rengat,Rutan,IIB,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Indragiri Hulu,,-0.49789785,102.30081355340818,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,INDRAGIRI HULU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Siak Sri Indrapura,Rutan,IIB,Umum,Riau,Kantor Wilayah Ditjenpas Riau,Siak,,0.8275337,101.84619364844389,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SIAK,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Polewali,Lapas,IIB,Umum,Sulawesi Barat,Kantor Wilayah Ditjenpas Sulawesi Barat,Polewali Mandar,,-3.3031896,119.1450522025905,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,POLEWALI,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Mamasa,Lapas,III,Umum,Sulawesi Barat,Kantor Wilayah Ditjenpas Sulawesi Barat,Mamasa,,-3.0003659000000003,119.32090868335239,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MAMASA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas III Mamuju,Lapas,III,Perempuan,Sulawesi Barat,Kantor Wilayah Ditjenpas Sulawesi Barat,Pasangkayu (Mamuju Utara),,-1.1807281,119.3673413,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MAMUJU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Majene,Rutan,IIB,Umum,Sulawesi Barat,Kantor Wilayah Ditjenpas Sulawesi Barat,Majene,,-3.5459286,118.9607438,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MAJENE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Mamuju,Rutan,IIB,Umum,Sulawesi Barat,Kantor Wilayah Ditjenpas Sulawesi Barat,Pasangkayu (Mamuju Utara),,-1.1807281,119.3673413,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MAMUJU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Pasangkayu,Rutan,IIB,Umum,Sulawesi Barat,Kantor Wilayah Ditjenpas Sulawesi Barat,Pasangkayu (Mamuju Utara),,-1.1807281,119.3673413,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PASANGKAYU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas I Makassar,Lapas,I,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Kota Makassar,,-5.148638100532889,119.2647054069102,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MAKASSAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Bulukumba,Lapas,IIA,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Bulukumba,,-5.454614749999999,120.24521845116135,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BULUKUMBA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Palopo,Lapas,IIA,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Kota Palopo,,-2.9338960889263883,120.17713172584595,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,PALOPO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Pare-Pare,Lapas,IIA,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,,,-3.6688,119.9741,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.329,PAREPARE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Watampone,Lapas,IIA,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Bone,,-4.680101799999999,120.09467349780329,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BONE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Takalar,Lapas,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Takalar,,-5.40665405,119.53754170286852,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TAKALAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIA Sungguminasa,Lapas,IIA,Narkotika,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Gowa,,-5.3290868,119.76602766629097,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,GOWA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIA Sungguminasa,Lapas,IIA,Perempuan,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Gowa,,-5.3290868,119.76602766629097,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,GOWA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas I Makassar,Rutan,I,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Kota Makassar,,-5.148638100532889,119.2647054069102,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MAKASSAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Bantaeng,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Bantaeng,,-5.47094485,119.9871679049646,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BANTAENG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Barru,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Barru,,-4.4337339,119.67782733955559,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BARRU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Enrekang,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Enrekang,,-3.5657184,119.7724109,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,ENREKANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Jeneponto,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Jeneponto,,-5.5444892,119.6119732151142,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,JENEPONTO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Makale,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Tana Toraja,,-3.1169403,119.6937644,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TANA TORAJA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Malino,Rutan,IIB,Umum,Sulawesi Selatan,Kantor Wilayah Ditjenpas Sulawesi Selatan,Gowa,,-5.3290868,119.76602766629097,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,GOWA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
